@relation FeatureVectors

@attribute sourceLine numeric
@attribute uniOPERATORCount numeric
@attribute uniOperandCount numeric
@attribute totalOPERATORCount numeric
@attribute totalOperandCount numeric
@attribute totalMethodInvocCount numeric
@attribute libraryMethodInvocCount numeric
@attribute localMethodInvocCount numeric
@attribute otherMethodInvocCount numeric
@attribute totalParameterCount numeric
@attribute isLocalClone numeric
@attribute simFileName numeric
@attribute simMaskedFileName numeric
@attribute simMethodName numeric
@attribute simTotalParaName numeric
@attribute simMaxParaName numeric
@attribute simTotalParaType numeric
@attribute isSameBlockInfo numeric
@attribute simCloneFragments numeric
@attribute this_or_super numeric
@attribute assignment numeric
@attribute identifier numeric
@attribute if_then_statement numeric
@attribute if_then_else_statement numeric
@attribute switch_statement numeric
@attribute while_statement numeric
@attribute do_statement numeric
@attribute for_statement numeric
@attribute consistency numeric

@data
27,18,14,49,44,6,3,3,0,7,0,0.797468,1,0.545455,2.333333,1,2,1,1,0,3,6,3,1,0,0,0,1,0
20,11,10,26,27,3,3,0,0,4,0,0.666667,1,0.222222,1,1,0.777778,1,0.85,2,2,2,2,0,0,0,0,0,0
13,17,9,33,16,6,3,1,2,2,1,1,0,1,0.153846,0.153846,0.076923,1,0.9,0,0,0,1,0,0,1,0,0,0
44,20,20,47,51,2,2,0,0,0,1,1,0,0.470588,1.625,1,2,1,0.7,0,2,7,3,0,0,0,0,1,0
32,13,12,30,31,2,2,0,0,0,1,1,0,0.470588,1.625,1,2,0,0.73,0,2,4,2,0,0,0,0,0,0
32,13,12,30,31,2,2,0,0,0,1,1,0,0.470588,1.625,1,2,0,0.73,0,2,4,2,0,0,0,0,0,0
14,10,4,12,5,2,0,1,1,0,0,0.925926,1,1,1,1,1,1,0.9,1,0,0,0,0,0,1,0,0,0
12,11,9,24,33,3,3,0,0,15,1,1,0,0,1,1,1.166667,0,0.7,0,1,7,0,1,0,0,0,0,0
10,15,10,42,27,10,4,0,6,7,1,1,0,0.583333,1,1,1,1,0.9,0,1,7,0,0,0,0,0,1,0
19,17,17,72,39,13,4,9,0,22,0,0.794118,1,1,1,1,1,1,1,0,1,22,0,0,0,0,0,1,0
15,9,9,54,23,13,2,11,0,17,0,0.794118,1,1,1,1,1,1,1,0,0,16,0,0,0,0,0,0,0
15,17,13,49,33,13,3,8,2,19,0,0.794118,1,1,1,1,1,1,0.84,0,2,5,0,0,0,0,0,0,0
14,20,11,39,24,7,3,4,0,5,0,0.794118,1,1,1,1,1,1,1,0,1,8,1,0,0,0,0,1,0
28,19,14,62,38,13,7,0,6,10,1,1,0,0.766667,1,1,1,1,0.7,0,0,8,0,0,0,0,0,1,0
97,43,21,182,84,41,17,24,0,18,1,1,0,1,1.111111,1,1.071429,1,0.76,0,5,14,6,4,0,2,0,1,1
19,16,6,30,12,6,0,6,0,3,1,1,0,1,1,1,1,0,0.71,0,1,4,1,1,0,1,0,0,0
27,19,12,45,28,11,9,2,0,6,1,1,0,1,1,1,1,1,1,0,3,1,2,1,0,0,0,0,1
27,19,12,45,28,11,9,2,0,6,1,1,0,1,1,1,1,1,1,0,3,1,2,1,0,0,0,0,1
18,15,7,25,12,4,0,4,0,2,1,1,0,1,2.222222,1,2.142857,0,0.76,0,1,3,1,1,0,0,0,1,0
22,19,10,43,17,10,6,4,0,5,1,1,0,1,2.222222,1,3.154762,1,0.7,0,2,1,2,1,0,0,0,1,0
22,19,10,43,17,10,6,4,0,5,1,1,0,1,2.222222,1,3.154762,1,0.7,0,2,1,2,1,0,0,0,1,0
13,8,8,12,10,4,0,4,0,4,1,1,0,1,1.2,1,1.25,1,0.9,1,0,0,0,0,0,0,0,0,1
13,11,8,23,18,4,0,4,0,2,1,1,0,1,1.058824,1,2,1,0.91,1,0,0,2,0,0,0,0,0,0
12,13,9,24,14,4,3,1,0,0,0,0.666667,1,1,0,0,0.125,1,0.7,0,0,2,1,0,0,0,0,1,1
12,13,9,24,14,4,3,1,0,0,0,0.666667,1,1,0,0,0.125,1,0.7,0,0,2,1,0,0,0,0,1,1
12,13,9,24,14,4,3,1,0,0,0,0.666667,1,1,0,0,0.125,1,0.7,0,0,2,1,0,0,0,0,1,1
12,13,9,24,14,4,3,1,0,0,0,0.666667,1,1,0,0,0.125,1,0.7,0,0,2,1,0,0,0,0,1,1
12,13,9,24,14,4,3,1,0,0,0,0.666667,1,1,0,0,0.125,1,0.7,0,0,2,1,0,0,0,0,1,1
13,18,10,35,16,8,5,3,0,4,1,1,0,0.444444,4.083333,1,5.5,1,0.91,0,0,0,1,0,0,0,0,1,1
34,18,14,66,33,15,14,1,0,9,0,0.714286,1,1,1,1,1,1,0.88,0,1,9,1,1,0,0,0,1,1
34,18,14,66,33,15,14,1,0,9,0,0.714286,1,1,1,1,1,1,0.88,0,1,9,1,1,0,0,0,1,1
13,8,6,18,14,0,0,0,0,0,0,0.628205,1,0.066667,1.095238,0.444444,0.652472,1,0.76,2,2,4,2,0,0,0,0,0,1
13,8,6,18,14,0,0,0,0,0,0,0.628205,1,0.066667,1.095238,0.444444,0.652472,1,0.76,2,2,4,2,0,0,0,0,0,1
13,8,6,18,14,0,0,0,0,0,0,0.628205,1,0.066667,1.095238,0.444444,0.652472,1,0.76,2,2,4,2,0,0,0,0,0,1
15,10,5,13,6,1,0,1,0,0,0,0.521277,1,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,0,1
15,10,5,13,6,1,0,1,0,0,0,0.521277,1,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,0,1
15,10,5,13,6,1,0,1,0,0,0,0.521277,1,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,0,1
15,10,5,13,6,1,0,1,0,0,0,0.521277,1,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,0,1
15,10,5,13,6,1,0,1,0,0,0,0.521277,1,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,0,1
15,10,5,13,6,1,0,1,0,0,0,0.521277,1,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,0,1
15,10,5,13,6,1,0,1,0,0,0,0.521277,1,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,0,1
15,10,5,13,6,1,0,1,0,0,0,0.521277,1,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,0,1
15,10,5,13,6,1,0,1,0,0,0,0.521277,1,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,0,1
15,10,5,13,6,1,0,1,0,0,0,0.521277,1,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,0,1
15,10,5,13,6,1,0,1,0,0,0,0.521277,1,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,0,1
15,10,5,13,6,1,0,1,0,0,0,0.521277,1,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,0,1
15,10,5,13,6,1,0,1,0,0,0,0.521277,1,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,0,1
15,10,5,13,6,1,0,1,0,0,0,0.521277,1,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,0,1
15,10,5,13,6,1,0,1,0,0,0,0.521277,1,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,0,1
15,10,5,13,6,1,0,1,0,0,0,0.521277,1,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,0,1
15,10,5,13,6,1,0,1,0,0,0,0.521277,1,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,0,1
15,10,5,13,6,1,0,1,0,0,0,0.521277,1,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,0,1
20,16,14,32,24,4,3,1,0,4,1,1,0,0.769231,6.333333,1,8.157691,1,0.84,0,0,4,1,0,0,0,0,0,0
18,16,16,32,24,4,3,1,0,4,1,1,0,0.8125,6.333333,1,8.157692,1,0.73,0,0,5,1,0,0,0,0,0,0
11,11,12,26,29,1,1,0,0,5,1,1,0,1,1,1,0.904762,1,1,2,2,5,1,0,0,0,0,0,1
13,11,7,17,16,2,0,0,2,1,1,1,0,0.2,3.445238,1,2.627778,1,0.9,0,2,0,0,1,0,0,0,0,0
20,16,11,32,19,6,3,0,3,5,1,1,0,0.857143,1,1,1,1,0.92,0,0,4,1,0,0,0,0,0,1
55,27,26,98,70,20,8,0,12,10,1,1,0,0.5,7.352381,1,9.733334,1,0.7,0,4,7,2,0,1,1,0,0,1
13,17,9,33,16,6,3,1,2,2,1,1,0,1,0.153846,0.153846,0.076923,1,0.9,0,0,0,1,0,0,1,0,0,0
19,11,8,15,9,2,0,2,0,1,0,0.914894,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
